log_file,n_iters,E_initial,E_final,sigma_E_final,accept_initial,accept_final,Mx_final,sigma_Mx_final,Mz_final,sigma_Mz_final,Mz_AFM_final,sigma_Mz_AFM_final,Ntot_final,sigma_Ntot_final
/mnt/d/0_code/0_nqs/phase_diagram/train/complex64/L32_J2.0_delta0.0_alphaInt0.5/rbm_LongIsing_L=32_J=2.0_delta=0.0_alphaInt=0.5_alpha=12_Cal1.log,227,-49.91245585127693,-49.91283474417251,0.00018180232222068476,0.4726861317952474,0.47216272354125977,-0.7793394840613133,0.0009831784819529354,0.0002269744873046875,0.00037691902823487974,-0.0012378692626953125,0.0019816024465904385,nan,nan
