run,log_file,n_iters,E_initial,E_final,sigma_E_final,accept_initial,accept_final,Mx_final,Mz_final,Ntot_final
1,/mnt/d/0_code/0_nqs/rydberg_chain/rydberg_L16_delta0.5_Rb1.0_alpha6.log,1000,8.022470478828884,-8.877751005148864,9.97308408358704e-05,0.9870217641194662,0.6798728307088217,-0.9234560260843518,-0.21490859985351562,0.3925457000732422
2,/mnt/d/0_code/0_nqs/rydberg_chain/train/complex128/rydberg_L16_delta0.5_Rb1.0_alpha6.log,1000,-8.877665848649006,-8.878149081585716,1.2677316974954126e-05,0.6797959009806315,0.6802571614583334,-0.9226109028732853,-0.2173614501953125,0.39131927490234375
