log_file,n_iters,E_initial,E_final,sigma_E_final,accept_initial,accept_final,Mx_final,sigma_Mx_final,Mz_final,sigma_Mz_final,Mz_AFM_final,sigma_Mz_AFM_final,Ntot_final,sigma_Ntot_final
/mnt/d/0_code/0_nqs/phase_diagram/train/complex128/L32_J2.0_delta0.0_alphaInt2.0/rbm_LongIsing_L=32_J=2.0_delta=0.0_alphaInt=2.0_alpha=4_Cal1.log,1,-57.75094822160536,-57.75094822160536,0.00044296173325031503,0.06677929560343425,0.06677929560343425,-0.3376453351398329,0.0010437582629149887,-0.0002689361572265625,0.0003006853296820837,-0.04680061340332031,0.04103526641505959,nan,nan
