iter,Energy,sigma_E,Mx,sigma_Mx,Mz,sigma_Mz,Mz_AFM,sigma_Mz_AFM,Mz_AFM_sq,sigma_Mz_AFM_sq,Ntot,sigma_Ntot,accept
0,-45.99319106919704,0.008186721560286218,-0.33486249334968715,0.001023599990775477,-0.000637054443359375,0.00029730247126914653,0.006855010986328125,0.04125440975616863,nan,nan,nan,nan,0.06795310974121094
1,-46.083200563447186,0.00760009579469074,-0.34655992057934354,0.0010468623943921623,-0.0006046295166015625,0.0003132046057925714,0.011518478393554688,0.041050211776821346,nan,nan,nan,nan,0.06999778747558594
2,-46.15241948141738,0.00672534404481025,-0.3568211740163747,0.0010253769555589082,0.0002307891845703125,0.00031510186991925336,0.011617660522460938,0.04091088206842956,nan,nan,nan,nan,0.07358503341674805
3,-46.19887407530382,0.005920537457330322,-0.3636907550995759,0.0009793905248510983,0.0001277923583984375,0.0003283977608073513,0.011636734008789062,0.04072990862956025,nan,nan,nan,nan,0.07706228892008464
4,-46.250456632227454,0.005745360149640233,-0.3729004270488672,0.0010380854737804786,0.0,0.00032239270233460656,0.007190704345703125,0.04061358870131162,nan,nan,nan,nan,0.08051395416259766
5,-46.287586886256655,0.005331871625396606,-0.37975888810237546,0.0010267831186052444,-7.82012939453125e-05,0.00033530145655424084,0.0072917938232421875,0.04048050807491579,nan,nan,nan,nan,0.083282470703125
6,-46.31549645441775,0.004939736276292655,-0.38529290249023274,0.0010380914918695612,0.0001201629638671875,0.0003526545163608494,0.008035659790039062,0.040358564219288656,nan,nan,nan,nan,0.08653799692789714
7,-46.35296904770992,0.004609848725960912,-0.392895044371303,0.0010192077773463197,9.1552734375e-05,0.0003513432479681835,0.009372711181640625,0.04012964781971176,nan,nan,nan,nan,0.08915646870930989
8,-46.372999915336536,0.004391037220681588,-0.39780478811098813,0.0010448190430583685,0.0001697540283203125,0.0003547849409394092,0.011968612670898438,0.040063424732687425,nan,nan,nan,nan,0.09152285257975261
9,-46.394421251936215,0.004118309784679081,-0.40258562450417923,0.0010691467609551092,-0.0003757476806640625,0.00036341474446267076,0.0061588287353515625,0.03998077629086849,nan,nan,nan,nan,0.09421888987223308
10,-46.4077337106846,0.00359296522171438,-0.40612056981893757,0.0009964392344195318,-0.0002498626708984375,0.0003577663530999877,0.0072879791259765625,0.03987812841527837,nan,nan,nan,nan,0.09618902206420898
11,-46.42416274857116,0.0034327461114843365,-0.4105936884010197,0.0009667224167742214,-0.000141143798828125,0.000351663080285856,0.0086212158203125,0.03973524381711337,nan,nan,nan,nan,0.09856748580932617
12,-46.438969049573075,0.003417074476710472,-0.4143686274305587,0.0010377016156960996,-2.86102294921875e-05,0.00035117267100451667,0.0036869049072265625,0.0396289702504137,nan,nan,nan,nan,0.10087474187215169
13,-46.45460951299949,0.0031764108153829605,-0.41903538692965087,0.0010473884591278798,-0.0003070831298828125,0.00036203654180003093,0.0077800750732421875,0.03947768580113784,nan,nan,nan,nan,0.10314321517944336
14,-46.46314115327281,0.0031632888286003834,-0.42084857567843525,0.001030888075933388,-2.288818359375e-05,0.0003772102913779416,0.014469146728515625,0.03944442049384047,nan,nan,nan,nan,0.10483280817667644
15,-46.468117284301165,0.0029207855156843385,-0.4222787824720642,0.001058392097500171,0.0001087188720703125,0.00036516962567183,0.013769149780273438,0.03947781414600464,nan,nan,nan,nan,0.10596577326456706
16,-46.48293843847834,0.002805492316586238,-0.42714032006298674,0.0010569559044387473,0.000530242919921875,0.0003668216475207907,0.010250091552734375,0.039279497626682536,nan,nan,nan,nan,0.10858774185180664
17,-46.4929341351097,0.002765517761978416,-0.4294391735134245,0.0010596626094940902,-0.0002613067626953125,0.00037392956679239807,0.021493911743164062,0.039108427387864464,nan,nan,nan,nan,0.109862486521403
18,-46.50196125695631,0.002564027984387986,-0.4325821846672542,0.0009712502846125112,3.62396240234375e-05,0.0003922757964772951,0.028764724731445312,0.039049087349161536,nan,nan,nan,nan,0.11129490534464519
19,-46.506239373160504,0.002487534465165712,-0.4335550885531348,0.0009872492835988028,0.0002593994140625,0.00037543227905257486,0.0268096923828125,0.039060584728916894,nan,nan,nan,nan,0.11284160614013672
20,-46.514231444944464,0.0023705971424697685,-0.4358207215322093,0.0010266213606235249,5.340576171875e-05,0.00038812772607302803,0.024654388427734375,0.038975780636171825,nan,nan,nan,nan,0.11457331975301106
21,-46.52350840276277,0.002264904990283408,-0.43962084243765137,0.0010086464833212138,-0.0001678466796875,0.000390204910612179,0.0393524169921875,0.038749541364545434,nan,nan,nan,nan,0.11638816197713216
22,-46.526714058144584,0.002120264257651088,-0.4411877455791868,0.0010325968194868646,-0.0005130767822265625,0.0003829054988717017,0.03619194030761719,0.03862496038173921,nan,nan,nan,nan,0.11738189061482747
23,-46.53495695398119,0.0020059496621372555,-0.44466452970794834,0.0009958061495222352,-0.0001621246337890625,0.00037364024370078916,0.04268836975097656,0.03854158247267672,nan,nan,nan,nan,0.1184541384379069
24,-46.536209915690094,0.002093898096489883,-0.44414080170980824,0.001050882498431345,0.000125885009765625,0.0003890499952920509,0.034336090087890625,0.038634258451940275,nan,nan,nan,nan,0.11993598937988281
25,-46.545328111315314,0.0020108894134525453,-0.4488602765657197,0.0010424268989269944,0.0003299713134765625,0.0003962447119782129,0.030004501342773438,0.03855067981313421,nan,nan,nan,nan,0.12132755915323894
26,-46.54748151893883,0.0018440609724492026,-0.4500540617382772,0.0010010887862018458,-0.0003108978271484375,0.0004174310263046776,0.022249221801757812,0.03837200220045072,nan,nan,nan,nan,0.12203582127888997
27,-46.55443111025745,0.001795753226612897,-0.45042833595769055,0.0010219689794726825,-0.0001506805419921875,0.00039937352893358905,0.009046554565429688,0.038463290498343544,nan,nan,nan,nan,0.1233385403951009
28,-46.55491410459351,0.0018581142308135268,-0.4521419920820754,0.0010268822577893903,-0.000553131103515625,0.00038376945697891294,0.0126495361328125,0.038484166968149526,nan,nan,nan,nan,0.12438360850016277
29,-46.55850694315457,0.0016481034152629206,-0.45305739948662666,0.0009654078010541771,0.00043487548828125,0.0003966572988760805,0.01627349853515625,0.03833718124990415,nan,nan,nan,nan,0.12547874450683594
30,-46.562147347206526,0.001611814844011065,-0.456798567274774,0.0009983661424928737,6.866455078125e-05,0.00036349615898566214,-0.0001220703125,0.0380441019600629,nan,nan,nan,nan,0.12639443079630533
31,-46.56360527873551,0.001702487804226042,-0.45501718519760825,0.0010332390884210626,-0.0009059906005859375,0.00039159835199206164,-0.009073257446289062,0.03811256457358732,nan,nan,nan,nan,0.12776803970336914
32,-46.5667364913078,0.0016291970555534125,-0.4582929576576447,0.0010499866505666359,0.0002346038818359375,0.00039674433883819533,-0.015703201293945312,0.038179812110914015,nan,nan,nan,nan,0.12886746724446616
33,-46.57008303672838,0.0015975139173749653,-0.4580121184851778,0.0010638833220152182,0.000202178955078125,0.00040685161259928533,-0.016567230224609375,0.03812587294541114,nan,nan,nan,nan,0.12934176127115884
34,-46.571559621294824,0.0014868047334241543,-0.46021197679820325,0.0010139593294339274,-0.000316619873046875,0.0004001169192675996,-0.032291412353515625,0.03788192863595631,nan,nan,nan,nan,0.13034963607788086
35,-46.573785093535605,0.0015246766293736471,-0.460305470877726,0.001101689318224062,-0.000110626220703125,0.0003984096089782941,-0.048870086669921875,0.03760375309092425,nan,nan,nan,nan,0.13073412577311197
36,-46.57248555651639,0.0014626089708247823,-0.4603448437281823,0.0010009188580049652,4.1961669921875e-05,0.000398298306289161,-0.05316925048828125,0.037717397591914545,nan,nan,nan,nan,0.13155126571655273
37,-46.58166106264134,0.0015454044772394383,-0.46477069444354957,0.0010527249748973938,0.0003719329833984375,0.00039042794028143257,-0.04743766784667969,0.03741850592034809,nan,nan,nan,nan,0.1330852508544922
38,-46.58062815162773,0.0014433716601512333,-0.4639295619092756,0.0010132265793146356,0.0003147125244140625,0.0003951473371001524,-0.05116081237792969,0.037615642857548294,nan,nan,nan,nan,0.1337892214457194
39,-46.58274141033777,0.001401959713812923,-0.466106190349733,0.001053255563771627,-0.0001201629638671875,0.00039696341697749926,-0.05540657043457031,0.03738910413936586,nan,nan,nan,nan,0.1343083381652832
40,-46.58645712395998,0.0013343344771534315,-0.46688868617849466,0.0010381513918327262,0.0006866455078125,0.00042285912736987705,-0.06293106079101562,0.037604227099618026,nan,nan,nan,nan,0.13469727834065756
41,-46.587065396326494,0.0013233343338218664,-0.4674390806389368,0.0010409890482023872,-0.00029754638671875,0.00036612384848390726,-0.068695068359375,0.03748613862386642,nan,nan,nan,nan,0.13628387451171875
42,-46.58870048415329,0.0012693171292228705,-0.46701206461704914,0.0010760100548329724,0.000331878662109375,0.0004053053785297772,-0.07365798950195312,0.03729548287966289,nan,nan,nan,nan,0.1361540158589681
43,-46.590411398412165,0.0013007138653977743,-0.46980853524921873,0.001046240490926228,-0.0002155303955078125,0.0003976172824046256,-0.07166099548339844,0.03709608032849577,nan,nan,nan,nan,0.13689072926839194
44,-46.590027446536375,0.0013305477907951597,-0.4687497021497429,0.0010206724697996623,-0.000446319580078125,0.00038573293116249483,-0.05968475341796875,0.03729756353854377,nan,nan,nan,nan,0.1373575528462728
45,-46.59156941194418,0.0012237914459395877,-0.4682938381619474,0.0010106760912264021,0.00018310546875,0.0003870273109267538,-0.048984527587890625,0.03711968727193475,nan,nan,nan,nan,0.13785409927368164
46,-46.59632231028078,0.001104679295520009,-0.4716787952761472,0.0010131572392417505,-0.0006256103515625,0.0004033845080518676,-0.007114410400390625,0.037195837685741445,nan,nan,nan,nan,0.13901551564534506
47,-46.59547491464095,0.0011214903919418851,-0.47152173166548006,0.0010316715794932286,9.5367431640625e-06,0.00039054075824635273,0.011335372924804688,0.037179540686231846,nan,nan,nan,nan,0.13981310526529947
48,-46.59683247471859,0.0011415287219646696,-0.4719444906282722,0.0010281197796338955,0.0005168914794921875,0.0003814199441225408,9.34600830078125e-05,0.03701938012581066,nan,nan,nan,nan,0.14037847518920898
49,-46.59765986102939,0.0010625753007426967,-0.4723459927306749,0.0010104420101111693,0.0006656646728515625,0.00039302077930920105,0.011175155639648438,0.037175383647975194,nan,nan,nan,nan,0.1410710016886393
50,-46.5987992133122,0.0011401091844282776,-0.47372275621011917,0.0010855184285018954,-0.0001239776611328125,0.0003863628706168142,0.03374290466308594,0.0370562251103656,nan,nan,nan,nan,0.14109277725219727
51,-46.600279787483124,0.001105832881430692,-0.474197065199195,0.0011064786828138798,0.00017547607421875,0.0004085176949904177,0.0425262451171875,0.036981987535344804,nan,nan,nan,nan,0.14184999465942383
52,-46.601832762128296,0.0010779338868410855,-0.4750682484223208,0.0010568813633766287,-0.0006542205810546875,0.0004133590924790613,0.03353309631347656,0.03676557167267738,nan,nan,nan,nan,0.14235003789265951
53,-46.60227751174542,0.0010688380986648709,-0.4750562677261338,0.0010108960885986528,7.43865966796875e-05,0.00039822054540485243,0.04221534729003906,0.03677735746894141,nan,nan,nan,nan,0.14292367299397787
54,-46.60398532715818,0.001018215656681813,-0.4762403174249956,0.0010536674180671446,-0.001018524169921875,0.0003979693534918282,0.042598724365234375,0.036850708629007974,nan,nan,nan,nan,0.1433714230855306
55,-46.604353109644954,0.0010344596872866431,-0.4748364333718542,0.0010768224412006694,4.76837158203125e-05,0.0003840918037030883,0.04050636291503906,0.03666968111448508,nan,nan,nan,nan,0.14392868677775064
56,-46.60553957173423,0.0009623826999486072,-0.4769627496693909,0.0010285944918967016,1.1444091796875e-05,0.00039751602693407313,0.04444122314453125,0.03694820835899076,nan,nan,nan,nan,0.14476346969604492
57,-46.60675450614477,0.0009559058039789578,-0.4797931611803861,0.0010081089115191386,0.0002899169921875,0.0004031093457475461,0.0227508544921875,0.03661310262092983,nan,nan,nan,nan,0.14504321416219076
58,-46.6063557543231,0.0009984358192842294,-0.4794975353752061,0.0010418721232680623,-2.6702880859375e-05,0.0004020644644931522,0.05455780029296875,0.03630910070973252,nan,nan,nan,nan,0.14522584279378256
59,-46.60698873574246,0.000934288831276722,-0.47984938816346956,0.0010337329306012782,-3.814697265625e-05,0.00039124931958261865,0.06286239624023438,0.03638432492717645,nan,nan,nan,nan,0.14640172322591147
60,-46.60756406420608,0.000993375292798892,-0.47906867362273253,0.0010893970525874565,-0.0002422332763671875,0.0004053620612044097,0.03956794738769531,0.03659652192779088,nan,nan,nan,nan,0.14578930536905924
61,-46.60833782372383,0.0008783289986385753,-0.47985315267625006,0.0010536793054604417,0.000518798828125,0.00039646938003762056,0.031421661376953125,0.036160051632794836,nan,nan,nan,nan,0.1468067169189453
62,-46.60928432465654,0.0009454449882272002,-0.48101505858623794,0.001073718820956308,-0.000640869140625,0.0003820962529216965,0.04491424560546875,0.03626248030260592,nan,nan,nan,nan,0.14711634318033853
63,-46.610592390746845,0.0008998072322957362,-0.4815489272960378,0.0010854765024494062,-0.0003108978271484375,0.00042290314131481735,0.05597877502441406,0.036081807371981627,nan,nan,nan,nan,0.14722410837809244
64,-46.609987316693996,0.0009093144192651249,-0.48304689549061464,0.001032351520149369,0.0004425048828125,0.00039586962288831767,0.07053756713867188,0.03645070545386087,nan,nan,nan,nan,0.1478851636250814
65,-46.61098160892711,0.0009178014586531046,-0.48207201626350515,0.001056577584921447,0.00037384033203125,0.0004243624338263334,0.06592559814453125,0.03626593146729759,nan,nan,nan,nan,0.1478398640950521
66,-46.61175270481548,0.0008642530912612049,-0.480728154425493,0.0010308626889544686,7.43865966796875e-05,0.00040335814705068986,0.03550148010253906,0.0363215066018455,nan,nan,nan,nan,0.14815457661946616
67,-46.61358817154638,0.0008526636393333864,-0.4829833078620441,0.001071099330158703,-0.0001373291015625,0.0004025268256438319,0.031658172607421875,0.03618031791637686,nan,nan,nan,nan,0.1494119962056478
68,-46.61251696086026,0.000841158567725144,-0.48230530373563957,0.0010366452528883581,5.7220458984375e-06,0.0004221018219914129,-0.011808395385742188,0.03629761777153038,nan,nan,nan,nan,0.14889160792032877
69,-46.614548725964696,0.0008412040534131814,-0.48298996837414476,0.0010623342765646987,0.0007419586181640625,0.00038894692965623767,-0.010824203491210938,0.03612130381877578,nan,nan,nan,nan,0.1500849723815918
