log_file,n_iters,E_initial,E_final,sigma_E_final,accept_initial,accept_final,Mx_final,sigma_Mx_final,Mz_final,sigma_Mz_final,Mz_AFM_final,sigma_Mz_AFM_final,Mz_AFM_sq_final,sigma_Mz_AFM_sq_final,Ntot_final,sigma_Ntot_final
/mnt/d/0_code/0_nqs/phase_diagram/train/complex64/L32_J2.0_delta0.0_alphaInt1.0/rbm_LongIsing_L=32_J=2.0_delta=0.0_alphaInt=1.0_alpha=12_Cal1.log,229,-50.317246046220106,-51.21714830904878,0.0007704181121631716,0.47437286376953125,0.2490855852762858,-0.5559895610014972,0.001244793487394898,0.0001373291015625,0.00039193055813918057,0.004207611083984375,0.013902904431776006,nan,nan,nan,nan
