iter,Energy,sigma_E,Mx,sigma_Mx,Mz,sigma_Mz,Mz_AFM,sigma_Mz_AFM,Ntot,sigma_Ntot,accept
0,-49.545826383352164,0.013736987686887081,-0.7798025393604959,0.000978510082014812,-0.0005092620849609375,0.00038409172970590354,-0.0011386871337890625,0.0018762832794660905,nan,nan,0.47299591700236004
1,-49.67255699328739,0.01324086138262994,-0.7781937564572132,0.000947399952721944,-0.000629425048828125,0.0004278387688434597,0.00091552734375,0.001941915097006634,nan,nan,0.4717429478963216
2,-49.76820745495409,0.011609252009985955,-0.7761691920185001,0.0009027000120997691,-4.9591064453125e-05,0.00042861769269272794,-0.00235748291015625,0.00201820579421522,nan,nan,0.46988693873087567
3,-49.85626760966231,0.011131201994366142,-0.7728541662452102,0.000914708998822175,-0.0001239776611328125,0.00040928852113151544,-0.0037593841552734375,0.00201436914089656,nan,nan,0.46784035364786786
4,-49.936459556831046,0.0107182574384853,-0.7706792338930342,0.0009303882476169166,-0.000560760498046875,0.00041304197106091143,-0.00482940673828125,0.002167411545414667,nan,nan,0.4662405649820964
5,-49.989125422542514,0.009448561927507657,-0.7694536067719895,0.0009466170740081285,-0.0005130767822265625,0.0004174334774366515,-0.0020580291748046875,0.001965158884899336,nan,nan,0.46454620361328125
6,-50.06632639973141,0.009336811188940523,-0.766162389166368,0.0009213280166093194,-0.00048828125,0.0004317775607280002,0.00098419189453125,0.002101498312003055,nan,nan,0.46313873926798504
7,-50.10751714377944,0.00920003585160571,-0.7622799352596985,0.0008909006842693115,0.0002880096435546875,0.0004347017292294755,0.0006237030029296875,0.0021077765793418436,nan,nan,0.46030012766520184
8,-50.17064958635878,0.008825608282452987,-0.7592189120968982,0.000977292874007839,-0.0002727508544921875,0.0004365248128169863,0.0009288787841796875,0.002191067752108896,nan,nan,0.45775365829467773
9,-50.20775482682471,0.007632505548954539,-0.7557094273103075,0.0008873561095711199,0.0004711151123046875,0.00044222461850784174,0.0016078948974609375,0.002143519613538595,nan,nan,0.45612478256225586
10,-50.22386555772999,0.007769003702212488,-0.7550448915160501,0.0009496355959871436,-0.000774383544921875,0.00044949556832100756,0.005130767822265625,0.002139354016378535,nan,nan,0.45418469111124676
11,-50.26503874037798,0.007724625780841303,-0.7527493022924006,0.0009702498991662763,0.0010738372802734375,0.0004217868517413473,-0.0003910064697265625,0.0022374548387000684,nan,nan,0.45244407653808594
12,-50.31576124997015,0.007082762393270992,-0.7491042833080002,0.0009204989474519875,-7.82012939453125e-05,0.0004421911969234559,-0.0027370452880859375,0.002331280284842677,nan,nan,0.44941043853759766
13,-50.35194610897384,0.007325027642754963,-0.7450661655606439,0.0009470286002789648,0.00012969970703125,0.00043024546709339066,0.0003509521484375,0.002280491842805001,nan,nan,0.4480234781901042
14,-50.3730666338342,0.006684250218866008,-0.7424160603396643,0.0009635179051337588,-6.67572021484375e-05,0.000420952350657092,-0.0001087188720703125,0.0023329958819293803,nan,nan,0.4453500111897786
15,-50.397121467130624,0.006408307975435427,-0.7413211131059114,0.0009190441372049472,-0.000232696533203125,0.00042793069931612837,0.00302886962890625,0.0023704566246113036,nan,nan,0.44276730219523114
16,-50.432039370696984,0.006207468057130514,-0.7380030326397389,0.0009611623834660632,9.5367431640625e-05,0.00043726614148589257,0.001190185546875,0.002336683071677597,nan,nan,0.44114240010579425
17,-50.45161037816614,0.006132167164117364,-0.7357066300132686,0.0009256923795502979,-0.0003452301025390625,0.00044641336316430814,-0.0011272430419921875,0.0024196465763611876,nan,nan,0.43900473912556964
18,-50.47468138681543,0.006006397516721478,-0.7330811562209618,0.0009450526107270087,0.0001316070556640625,0.0004300455830571087,-0.0014743804931640625,0.0024650604657507325,nan,nan,0.4379688898722331
19,-50.508664727958276,0.00597400889859628,-0.7306325847143995,0.0010113333795456684,-0.0004119873046875,0.00044255780446179644,0.004924774169921875,0.002624572053681183,nan,nan,0.4345394770304362
20,-50.519928870452745,0.005480316129808258,-0.7275978959146272,0.0009474884712670183,-0.000522613525390625,0.00042574212139048876,0.002506256103515625,0.0023652889910100706,nan,nan,0.43352270126342773
21,-50.532653578963206,0.005324128778127531,-0.7257637484213291,0.0009697522124778305,0.000484466552734375,0.00042727160457461586,0.0019989013671875,0.002536483170789885,nan,nan,0.43210426966349286
22,-50.553024126822734,0.005439404529910741,-0.7248974803458452,0.000948653640758717,0.0008563995361328125,0.00042816152612937204,-0.0059108734130859375,0.002531257580893952,nan,nan,0.42991479237874347
23,-50.574120848453916,0.005479501989082452,-0.7210014431763057,0.0010045968105162804,-3.0517578125e-05,0.0004176070031320823,0.002716064453125,0.002467216834509167,nan,nan,0.4281935691833496
24,-50.585599501651956,0.0052164380087149805,-0.7197616176013213,0.0009973546624419195,-0.000461578369140625,0.0003942984524901275,-0.00173187255859375,0.0025889289143086413,nan,nan,0.42667579650878906
25,-50.61377529943232,0.00520648930158743,-0.7171040023677477,0.0009940765464053949,-2.86102294921875e-05,0.00043159452051475526,0.0006504058837890625,0.00282847126303867,nan,nan,0.4242275555928548
26,-50.6167696522443,0.005109050433515609,-0.7157124458968269,0.0010156381860339607,-0.0004100799560546875,0.00045210486503628896,-0.009141921997070312,0.002596434787382862,nan,nan,0.42287206649780273
27,-50.64083383769072,0.0049883652646983915,-0.713654037853118,0.0010043411682247917,-0.0005950927734375,0.0004314736060603944,-0.002422332763671875,0.00270545540677468,nan,nan,0.4207717577616374
28,-50.651868529890336,0.004792790367795913,-0.7118939797504993,0.0010165194422837997,-0.0005741119384765625,0.0003958841881590375,-0.0018444061279296875,0.002910185675079788,nan,nan,0.41936159133911133
29,-50.66606683428991,0.004506680166303635,-0.7102559334118581,0.000970559086621017,-0.0006465911865234375,0.00044888202974034767,-0.0004825592041015625,0.0027201907703146276,nan,nan,0.41834227244059247
30,-50.671556700295774,0.004472590117349677,-0.7095035939104406,0.0009769120574982834,-0.0004749298095703125,0.0004211221232874928,-0.0003528594970703125,0.0026423588741127644,nan,nan,0.4176553090413411
