log_file,n_iters,E_initial,E_final,sigma_E_final,accept_initial,accept_final,Mx_final,sigma_Mx_final,Mz_final,sigma_Mz_final,Mz_AFM_final,sigma_Mz_AFM_final,Mz_AFM_sq_final,sigma_Mz_AFM_sq_final,Ntot_final,sigma_Ntot_final
/mnt/d/0_code/0_nqs/phase_diagram/train/complex64/L32_J1.5_delta0.0_alphaInt1.0/rbm_LongIsing_L=32_J=1.5_delta=0.0_alphaInt=1.0_alpha=12_Cal1.log,201,-43.1164208556301,-43.853551158937265,0.00011877989506018688,0.614680290222168,0.4737401008605957,-0.7645636366806116,0.0008935042423759769,6.67572021484375e-05,0.00045468010015801426,-0.0006618499755859375,0.002502454363809652,nan,nan,nan,nan
