log_file,n_iters,E_initial,E_final,sigma_E_final,accept_initial,accept_final,Mx_final,sigma_Mx_final,Mz_final,sigma_Mz_final,Mz_AFM_final,sigma_Mz_AFM_final,Mz_AFM_sq_final,sigma_Mz_AFM_sq_final,Ntot_final,sigma_Ntot_final
/mnt/d/0_code/0_nqs/phase_diagram/train/complex64/L32_J0.75_delta0.0_alphaInt5.0/rbm_LongIsing_L=32_J=0.75_delta=0.0_alphaInt=5.0_alpha=12_Cal1.log,211,-35.99452211687901,-36.529878072787305,9.435423053073397e-05,0.7342143058776855,0.5731291770935059,-0.850227322284274,0.0006944950850585491,6.67572021484375e-05,0.0006861966240005765,0.0013217926025390625,0.00209626814045239,0.09294235706329346,0.0006832675011731624,nan,nan
