log_file,n_iters,E_initial,E_final,sigma_E_final,accept_initial,accept_final,Mx_final,sigma_Mx_final,Mz_final,sigma_Mz_final,Mz_AFM_final,sigma_Mz_AFM_final,Mz_AFM_sq_final,sigma_Mz_AFM_sq_final,Ntot_final,sigma_Ntot_final
/mnt/d/0_code/0_nqs/phase_diagram/train/complex64/L32_J1.5_delta0.0_alphaInt2.5/rbm_LongIsing_L=32_J=1.5_delta=0.0_alphaInt=2.5_alpha=12_Cal1.log,206,-48.03190341842355,-48.21970550176974,0.0002786872778800427,0.07975371678670247,0.12436199188232422,-0.4458944834905818,0.0010773793302572825,0.0002765655517578125,0.00039683824427880345,-0.030881881713867188,0.03802320258067618,0.7655737400054932,0.001204771809279683,nan,nan
