iter,Energy,sigma_E,Mx,sigma_Mx,Mz,sigma_Mz,Mz_AFM,sigma_Mz_AFM,Mz_AFM_sq,sigma_Mz_AFM_sq,Ntot,sigma_Ntot,accept
0,-33.4217522049976,0.007732261706031106,-0.8537839001989492,0.0007243194079071029,-0.0010547637939453125,0.000668279318901619,-0.0009899139404296875,0.0020705786221131336,nan,nan,nan,nan,0.5804135004679362
1,-33.507829751790034,0.006667872703533426,-0.8621034933742564,0.0006594065951593229,-0.0006866455078125,0.0006867696729294826,-0.00011444091796875,0.0019306485569522995,nan,nan,nan,nan,0.5892666180928549
2,-33.55605889325804,0.007046977541954068,-0.86705812930792,0.0007357091697829397,-0.0006237030029296875,0.0006915293743008802,-0.0015125274658203125,0.0018326382736098639,nan,nan,nan,nan,0.5979018211364746
3,-33.599239834895144,0.006144850242259162,-0.8715622499500392,0.0006772365430912988,0.0006046295166015625,0.0006711448223420281,-0.0022525787353515625,0.0020043238202919647,nan,nan,nan,nan,0.6064764658610026
4,-33.659466061450516,0.005592140067666364,-0.8783736570842531,0.0006551825812221809,-6.103515625e-05,0.0007029246087750679,0.004047393798828125,0.0018814399627377497,nan,nan,nan,nan,0.6140068372090658
5,-33.69393454159934,0.005046135763283007,-0.8825574564812053,0.0006165455649786628,-0.00077056884765625,0.0007213238958865344,0.001651763916015625,0.0018008151508362605,nan,nan,nan,nan,0.6210058530171713
6,-33.7361250246874,0.004851199116463587,-0.8879139539064538,0.0006277541486701112,0.0006542205810546875,0.0007404572484218259,-0.0009403228759765625,0.0018427320444460934,nan,nan,nan,nan,0.6281929016113281
7,-33.76173572059943,0.0045344826100671715,-0.8911338372553079,0.0006246919117065773,-0.000335693359375,0.0007396960143174966,0.001323699951171875,0.001766891947998171,nan,nan,nan,nan,0.6342345873514811
8,-33.79008760157293,0.0042935853915030886,-0.8952126765144639,0.0006187262659347547,0.0002231597900390625,0.0006727893863376996,-0.0007724761962890625,0.0017035951093555743,nan,nan,nan,nan,0.6414170265197754
9,-33.802486019981906,0.0039307210437010175,-0.896977275056082,0.0005984180820261929,0.000797271728515625,0.0007326074757144076,-0.00128936767578125,0.001731888805378317,nan,nan,nan,nan,0.6465266545613607
10,-33.826619198854075,0.0035409895963626637,-0.9007618502024268,0.0005699148566261135,0.000194549560546875,0.0007421367786538787,0.000423431396484375,0.0016267903200174432,nan,nan,nan,nan,0.6518387794494629
11,-33.84603986470143,0.0033756230669892535,-0.9039616308332443,0.0005756952627872449,-0.000591278076171875,0.0007353374562079122,-0.0006866455078125,0.0016638409816546714,nan,nan,nan,nan,0.6570665041605631
12,-33.86070565881189,0.0033722178983157007,-0.9062948480929911,0.0005975872854975724,0.0007915496826171875,0.0007138699727042273,0.0026264190673828125,0.0017109136495459744,nan,nan,nan,nan,0.6613561312357584
13,-33.872650440647845,0.0028350450775518985,-0.9082571872117498,0.0005426384072329513,-0.0013751983642578125,0.0007336270964904156,0.0008106231689453125,0.001655174479399587,nan,nan,nan,nan,0.6660483678181967
14,-33.88442624140397,0.002714753907971477,-0.9107744841756724,0.0005514043010189126,-0.0007171630859375,0.0007813378071427937,0.00408172607421875,0.001649954102505214,nan,nan,nan,nan,0.6701018015543619
15,-33.89462924262033,0.002644270088986785,-0.9122263305865344,0.0005595027607187994,0.0012531280517578125,0.0007048058028379465,0.0036792755126953125,0.001623324399589648,nan,nan,nan,nan,0.6745039621988932
16,-33.9038881122892,0.002596846185821239,-0.9142198134946531,0.0005706116805274593,0.0004367828369140625,0.0007665467246732554,-0.0010547637939453125,0.0015704948307690256,nan,nan,nan,nan,0.6777575810750326
