iter,Energy,sigma_E,Mx,sigma_Mx,Mz,sigma_Mz,Mz_AFM,sigma_Mz_AFM,Ntot,sigma_Ntot,accept
0,16.027204291930502,0.02406572311923221,0.9997390168374523,3.5828513113379385e-05,-0.007049560546875,0.0014117775328213332,3.814697265625e-05,0.0013341835092009658,nan,nan,0.9870545069376627
1,15.322439631670932,0.02485556213395219,0.9973804796097738,0.00014085728777446307,-0.006679534912109375,0.001248080784433709,-0.003643035888671875,0.0014357240498811318,nan,nan,0.9477224349975586
2,14.530201585201212,0.02487631941397731,0.9918756489739735,0.0002523437516638389,-0.006561279296875,0.0012177304490779703,-0.0018157958984375,0.0015491497748529157,nan,nan,0.8986523946126302
3,13.583909116357972,0.025412872916050055,0.9806129883294261,0.00036489351084564235,-0.006221771240234375,0.0010910392505048285,-0.003963470458984375,0.0015423107429828678,nan,nan,0.8471307754516602
4,12.587031941569549,0.02788921050532357,0.9643775638222678,0.0005210449833489422,-0.00531768798828125,0.001089312284338917,-0.0030975341796875,0.0015820751266425407,nan,nan,0.7944243748982748
5,11.52843039245101,0.026548722345786882,0.9427891267237669,0.0006008626414713646,-0.0045013427734375,0.0009736559406060491,-0.0054473876953125,0.001596710424380733,nan,nan,0.7400239308675131
6,10.46476426839611,0.03232032150270013,0.917149744992571,0.000837913528139104,-0.002742767333984375,0.000916141546748271,-0.006999969482421875,0.0017501205321397977,nan,nan,0.6859893798828125
7,9.23155777071348,0.032744870850830964,0.8835969472180807,0.0009631277803082992,-0.005649566650390625,0.0008098404801240853,-0.003452301025390625,0.001889909525529348,nan,nan,0.6303485234578451
8,7.931149987336756,0.03123972358460138,0.8442890281579878,0.0010052638307846507,-0.00453948974609375,0.0007988141821231982,-0.0071258544921875,0.002104249800968634,nan,nan,0.5748710632324219
9,6.550226671596679,0.03244297351655668,0.7978273358961019,0.001139931186502603,-0.003368377685546875,0.0006929129553800076,-0.010005950927734375,0.002264450206596044,nan,nan,0.5194403330485026
10,5.168150897268656,0.03400839377102163,0.7486281977841287,0.00127987574667858,-0.004730224609375,0.0006728684265967414,-0.00739288330078125,0.0026710519166510175,nan,nan,0.4646142323811849
11,3.6045295083681106,0.03551697019027054,0.688547079266673,0.0014387016163850811,-0.00470733642578125,0.0006376807872793738,-0.0157012939453125,0.0029030352943949997,nan,nan,0.4095497131347656
12,1.9607818901778828,0.037259783766289974,0.6214477996737345,0.0016072691358996057,-0.0022735595703125,0.0005391318373114833,-0.007232666015625,0.0038166477462108117,nan,nan,0.3537972768147786
13,0.1574126086463265,0.03986904547562152,0.5442743270239976,0.0017248168987255591,-0.0037689208984375,0.000492930167243094,-0.01453399658203125,0.004622645427985867,nan,nan,0.29996585845947266
14,-1.5994844020321364,0.04260220636042049,0.46583320591342925,0.001898096645969519,-0.00247955322265625,0.00046088118253789437,-0.01226043701171875,0.005682540087477157,nan,nan,0.25054772694905597
15,-3.4245753609731255,0.04612688895339904,0.380108026899571,0.0019582757836578628,-0.0029144287109375,0.00042588098884431736,-0.0142059326171875,0.007607820256534222,nan,nan,0.2065267562866211
16,-4.931039823247589,0.054251319461976116,0.30501090557676636,0.0022318115851700697,-0.003215789794921875,0.00038592622522225765,-0.001308441162109375,0.009448755802933114,nan,nan,0.17492230733235678
17,-6.4435780368647695,0.07626623863420504,0.2278539481852719,0.0027496486733551624,-0.0031280517578125,0.00037319202553717725,-0.0190582275390625,0.013379964586906894,nan,nan,0.14719359079996744
18,-7.531822269064566,0.08373531286948172,0.1605151437503591,0.002843680115607897,-0.00237274169921875,0.0004111098232147044,-0.0028839111328125,0.014812450187266768,nan,nan,0.12892882029215494
19,-9.490361436040823,0.07589952048984693,0.0689303411779014,0.002490438940132972,-0.001873016357421875,0.0003554048988458007,-0.025081634521484375,0.019161243801553974,nan,nan,0.09746901194254558
20,-10.61174220544016,0.055032756714259896,0.007523563323146952,0.0020529379170360095,-0.001949310302734375,0.0003533694329634448,-0.038272857666015625,0.018862017146880496,nan,nan,0.0860891342163086
21,-11.69217420789989,0.05131253918424023,-0.04942338910430023,0.002143648702049811,-0.00118255615234375,0.00032824809845222153,-0.04033660888671875,0.020308706683166033,nan,nan,0.07821846008300781
22,-12.998900164161293,0.04430860606827639,-0.10766483220121817,0.0020315454805781537,-0.000347137451171875,0.00031128551841284804,-0.035732269287109375,0.0254516242695965,nan,nan,0.06620470682779948
23,-13.649170270089703,0.04263879159525524,-0.15028119025274714,0.001910602095355604,-0.000461578369140625,0.000323921583242576,-0.06305313110351562,0.02654046335323895,nan,nan,0.07130877176920573
24,-14.236067812749283,0.038777518835045266,-0.1948248101071848,0.0019487767231364335,-0.000431060791015625,0.00035128495870097147,-0.13731002807617188,0.02569612076875307,nan,nan,0.08127816518147786
25,-14.665123066547437,0.03392063949461597,-0.24265557944445026,0.0016827326291655369,-0.00066375732421875,0.0004103746852105382,0.00177001953125,0.025851584887694828,nan,nan,0.09798272450764973
26,-15.131084323295273,0.03415990316252516,-0.27406183673339,0.001823950102724403,-0.000240325927734375,0.0004290347133749319,-0.045993804931640625,0.026675274551287237,nan,nan,0.10310618082682292
27,-15.467919964050239,0.02932529060173937,-0.3024209637260774,0.001602665312787988,0.000152587890625,0.00046081914016038217,-0.0610198974609375,0.026821946215773208,nan,nan,0.11429627736409505
28,-15.93079728193848,0.026438551554123467,-0.3277942915464412,0.0016287962182970996,-0.000652313232421875,0.0005214830503000861,-0.043972015380859375,0.027228738823254897,nan,nan,0.11694145202636719
29,-16.144415971066707,0.023701150356770853,-0.3402615843731507,0.0015178802560713526,-0.0001068115234375,0.0005155696895392632,-0.0768280029296875,0.02866172485106575,nan,nan,0.12201245625813802
30,-16.445431825723695,0.02015843812406922,-0.3642735449780425,0.001434834513195199,-0.0003509521484375,0.0005301944621331175,-0.0481414794921875,0.028769131359221475,nan,nan,0.1281108856201172
31,-16.64633243036961,0.019273952126183696,-0.38017450491458715,0.0013840489489451565,-0.00067138671875,0.0006009510430808773,-0.02623748779296875,0.029158464384305596,nan,nan,0.13342666625976562
32,-16.8813982501461,0.01723099524293211,-0.3997675639213482,0.0013359621405293755,-0.001255035400390625,0.0006010732161331274,-0.045871734619140625,0.02949248810331731,nan,nan,0.13923168182373047
33,-17.084591902086647,0.015590713604404513,-0.4163613000137871,0.0014013247629661367,-0.000659942626953125,0.0005982455455608387,-0.025661468505859375,0.029538127159519204,nan,nan,0.14304161071777344
34,-17.20595624646025,0.016272591775322833,-0.42748710920728167,0.0013830599975503876,0.0004425048828125,0.0006120624256666295,0.00960540771484375,0.03004714935122484,nan,nan,0.14785385131835938
35,-17.355202226538506,0.015533470615247834,-0.44225706740798465,0.0013562596220075428,-0.0003662109375,0.0006211751638590965,-0.05332183837890625,0.029919057491108455,nan,nan,0.1516596476236979
36,-17.46973382727137,0.01287476892906735,-0.4536077573804849,0.0013047004688917065,-0.001674652099609375,0.0005935574778037245,-0.013065338134765625,0.02999948838926014,nan,nan,0.15608819325764975
37,-17.557430259801194,0.013472390648373595,-0.4629183770307216,0.0013286870797129366,-0.0006256103515625,0.0006045238360397711,-0.0419769287109375,0.02950993046435403,nan,nan,0.15982437133789062
38,-17.649606285419406,0.011638493798139565,-0.474006717977867,0.0012421539758710916,-0.000751495361328125,0.000649072742620209,-0.013919830322265625,0.029952331693837986,nan,nan,0.16384347279866537
39,-17.706203424592527,0.01104510469661806,-0.48008646807049915,0.0012419134225170084,-0.00069427490234375,0.0006825995952853688,-0.02587127685546875,0.0290079716120026,nan,nan,0.16609509785970053
40,-17.796164835904843,0.010292399592611275,-0.488626908443155,0.0012746118428499,-0.000682830810546875,0.000671044391597241,-0.018009185791015625,0.029126584348804895,nan,nan,0.16883468627929688
41,-17.86276553457536,0.010237983950507686,-0.4958989549746162,0.001353824801935472,-0.000865936279296875,0.0006773677644553456,-0.046947479248046875,0.03002890781767972,nan,nan,0.17078781127929688
42,-17.924815781882153,0.00953188613915258,-0.5050938210623263,0.0012283063327144044,0.00101470947265625,0.0006689091472471287,-0.03267669677734375,0.029447401499544536,nan,nan,0.17540931701660156
43,-17.982351132562567,0.009856918372957985,-0.514937829849536,0.0013086094092124925,-0.000812530517578125,0.0007236510742949161,-0.06447219848632812,0.028812876114135563,nan,nan,0.17911911010742188
44,-18.042206857274202,0.009943742021349783,-0.5209105627872981,0.0012486040598681137,-0.00057220458984375,0.0007338713636664952,-0.0428924560546875,0.029171904919265097,nan,nan,0.18290106455485025
45,-18.067437156467562,0.009767412562178798,-0.5247584416729085,0.001306697427802759,0.000102996826171875,0.0006909719032867907,-0.056140899658203125,0.028870225572171986,nan,nan,0.18494447072347006
46,-18.10171207088367,0.008983203400692202,-0.5287385630807382,0.0012937210695672836,-0.001140594482421875,0.0006930412469309838,-0.040218353271484375,0.02914696768110722,nan,nan,0.18677616119384766
47,-18.144406019695136,0.008283977034321837,-0.5334105291846154,0.0012542930906026277,0.00124359130859375,0.0006683065426622053,-0.06499481201171875,0.028313292827837552,nan,nan,0.18780008951822916
48,-18.19197388016097,0.007888399466796115,-0.5401880544554993,0.0012594920328494119,-0.0003509521484375,0.000759493376500083,-0.0601348876953125,0.028031803717344705,nan,nan,0.19277095794677734
49,-18.22291501058359,0.008576850918449659,-0.5458455896290233,0.001279055227307048,-0.000980377197265625,0.0006879370310102788,-0.021213531494140625,0.027648168714080757,nan,nan,0.19641876220703125
50,-18.270505193031745,0.007140770832907857,-0.5517234832074935,0.0012599651748522896,-0.00017547607421875,0.0006881048503130605,-0.02205657958984375,0.02745233577072038,nan,nan,0.19838873545328775
51,-18.304761235409764,0.006408562825519162,-0.5584187167462062,0.0012222040685088986,-0.000637054443359375,0.000734113976743798,0.024250030517578125,0.026910273050433885,nan,nan,0.20234966278076172
52,-18.34385082302605,0.007419523394275718,-0.5648508536127615,0.0012833719838483662,-0.00116729736328125,0.0007067916264198179,-0.037628173828125,0.025254859724633403,nan,nan,0.20695877075195312
53,-18.37269147886954,0.00752017650833233,-0.5693197374748111,0.0012580297803956204,0.00074005126953125,0.0006999786768251504,-0.05968475341796875,0.025072184836318834,nan,nan,0.21109485626220703
54,-18.401626008205326,0.00718736537623679,-0.5744369294128069,0.0013159682225088506,-0.00070953369140625,0.0007061047884913257,-0.04686737060546875,0.02421613270760664,nan,nan,0.21441078186035156
55,-18.441575018571747,0.005958072080703648,-0.5826633137070927,0.0012088027997011995,-0.000469207763671875,0.0006838577813470458,-0.042003631591796875,0.02397154243561693,nan,nan,0.219880739847819
56,-18.46781999787477,0.006385701969242692,-0.5880433193873884,0.0013423377265538497,0.000461578369140625,0.0006888080482975827,-0.09183883666992188,0.023487815258314063,nan,nan,0.223237673441569
57,-18.502944395112596,0.006041280889655787,-0.5923963721031436,0.0013609698055275367,-0.000457763671875,0.0007221965983205135,-0.046539306640625,0.022552489871423845,nan,nan,0.22765890757242838
58,-18.532500262432826,0.0053726749442093115,-0.59855740529859,0.001270425677670131,0.00109100341796875,0.0007213535256917451,-0.02832794189453125,0.0219673309204852,nan,nan,0.2330636978149414
59,-18.56513442236626,0.006437834838241454,-0.6042075579971442,0.001339128354786781,-0.000171661376953125,0.0007392352306743621,-0.06793594360351562,0.02011748912890515,nan,nan,0.23738416035970053
60,-18.58510279271996,0.00537710372799453,-0.6085908683397612,0.001238280443027408,-1.9073486328125e-05,0.0006907968192899403,-0.06444931030273438,0.01978118503931648,nan,nan,0.2432718276977539
61,-18.616569778917057,0.006571293432384071,-0.6163512295292752,0.0013454057369082896,-0.00058746337890625,0.0007465478498302061,-0.02794647216796875,0.01877399809737865,nan,nan,0.24897225697835287
62,-18.64982691853239,0.006712792332162258,-0.6241749849623505,0.0013212329439080738,-0.000179290771484375,0.0007364113313361827,-0.045558929443359375,0.017768975552442664,nan,nan,0.2550792694091797
63,-18.67743339352324,0.005152157692955244,-0.6293408865765957,0.001248257237046974,-0.000659942626953125,0.0007576621157122393,-0.047924041748046875,0.017386658355141398,nan,nan,0.2604052225748698
64,-18.700304843876914,0.004777515010419646,-0.6340692989013075,0.0012976417845143556,8.7738037109375e-05,0.0007800469858860242,-0.029857635498046875,0.016899361530990933,nan,nan,0.2662057876586914
65,-18.72259500897695,0.004979271812179072,-0.6374566227276209,0.0013607620654712096,0.00167083740234375,0.0007695985547650348,0.0010986328125,0.016201596376664813,nan,nan,0.27144813537597656
66,-18.75524610187965,0.004764980494266673,-0.6474620396912893,0.0013143502836736758,0.000553131103515625,0.0007660984969793901,-0.07304763793945312,0.014843571322199522,nan,nan,0.2762454350789388
67,-18.76138795497372,0.0042361616031977925,-0.6470454864294368,0.001276900279721863,0.000270843505859375,0.0007517098280239245,-0.007228851318359375,0.015180079243635737,nan,nan,0.28020350138346356
68,-18.79794233811279,0.004747763535962628,-0.6532868284303056,0.0013221878402478319,0.000213623046875,0.0007840096174517328,-0.02188873291015625,0.01353871048925667,nan,nan,0.28694629669189453
69,-18.811242231145847,0.004282439819854111,-0.6571805693042314,0.0013139872715650582,-0.000244140625,0.0006974326622860378,-0.04752349853515625,0.013416123547621561,nan,nan,0.2914574940999349
70,-18.83340688955682,0.0062828277277718475,-0.662273157597765,0.001314272595996433,-0.00037384033203125,0.0007755124942675927,-0.05031585693359375,0.012741574791926117,nan,nan,0.2963062922159831
71,-18.850089617433518,0.004368479807280326,-0.6676196869978335,0.0013619989772778874,-0.00144195556640625,0.0007313972467328917,-0.04126739501953125,0.012674194600524494,nan,nan,0.3012240727742513
72,-18.862212653100144,0.0038654788389514733,-0.6690153164843492,0.0013500242206008152,-0.000263214111328125,0.0007556924061418679,-0.042743682861328125,0.01187469746309803,nan,nan,0.3057473500569661
73,-18.88820475028482,0.0039417715679775315,-0.6741868769204998,0.0013229445565481686,-0.00093841552734375,0.0007476982259390848,-0.0507354736328125,0.0113732137635655,nan,nan,0.3095356623331706
74,-18.904756033269777,0.004285130891628208,-0.6793245922369708,0.0013837574826339792,6.103515625e-05,0.0007473643275993436,-0.03924560546875,0.011251070145842012,nan,nan,0.31562232971191406
75,-18.93168413888376,0.00392134457724433,-0.6844158687647592,0.0013073745323311412,-0.000774383544921875,0.0007312936206149087,-0.027866363525390625,0.010446632104787017,nan,nan,0.32185808817545575
76,-18.934930134287637,0.003984161301644053,-0.6849662734795317,0.0013192820477030567,-0.000316619873046875,0.0007428925323980205,-0.043064117431640625,0.010235962166888659,nan,nan,0.32502301534016925
77,-18.94804732220738,0.003861372885806277,-0.6882444338490075,0.001389514286500306,-0.000705718994140625,0.0007414868215101341,-0.014827728271484375,0.010639583684027887,nan,nan,0.32838884989420575
78,-18.967968515401786,0.003674781099590375,-0.6925626608109496,0.0013847226452360268,-0.00035858154296875,0.0008130116196909258,-0.026275634765625,0.010015514277849833,nan,nan,0.33464399973551434
79,-18.98827279402147,0.003582938424756435,-0.6989508140140117,0.0013924438182755703,-0.0001220703125,0.0008123245336351249,-0.02805328369140625,0.010436406891630983,nan,nan,0.33991273244222003
80,-19.001324062809026,0.0033100476715507737,-0.7027903209601618,0.0012682133369867816,0.000667572021484375,0.0007673440205981954,-0.049770355224609375,0.010005230168170976,nan,nan,0.3445609410603841
81,-19.01483995175084,0.0033506635989322296,-0.7056306768569129,0.001289499971584788,0.000270843505859375,0.0008009697447394966,-0.052188873291015625,0.009380460074057918,nan,nan,0.34911378224690753
82,-19.02856388571619,0.003340188284929443,-0.7102688101031731,0.0013274695061850448,0.000568389892578125,0.0008235297827747463,-0.039180755615234375,0.009117824833387994,nan,nan,0.35494105021158856
83,-19.041599949430363,0.0033183602668951963,-0.7146633544110159,0.0013653344162989542,0.000423431396484375,0.0007991306913643526,-0.042057037353515625,0.008667329186908376,nan,nan,0.3600343068440755
84,-19.051126643111388,0.0032050044965923224,-0.7152858482432976,0.0012475425981682436,0.00038909912109375,0.0007734686016305196,-0.02954864501953125,0.008600878986187735,nan,nan,0.36292584737141925
85,-19.071213935899394,0.0031663787573363764,-0.7209842868613805,0.0013551411782499587,-0.000213623046875,0.0007913255948834707,-0.02939605712890625,0.007879529083229609,nan,nan,0.36931896209716797
86,-19.06874992434217,0.0029880118970067072,-0.7205092606069456,0.0013759781729183662,0.000835418701171875,0.0008166065526098758,-0.030010223388671875,0.008608317813279932,nan,nan,0.37212467193603516
87,-19.09473453287933,0.002973486067998636,-0.7274747248538915,0.0012387657880847491,-0.000576019287109375,0.0007885493836765516,-0.028553009033203125,0.008252577797201328,nan,nan,0.37836360931396484
88,-19.092080681679423,0.002986163439381601,-0.7268659748867776,0.0012717056369683792,-0.000316619873046875,0.0007989176950652236,-0.040950775146484375,0.00780558320494925,nan,nan,0.38072999318440753
89,-19.102472078214838,0.0028908348148432867,-0.7308369474852725,0.0012923152807056324,-0.0002593994140625,0.0008225691141940735,-0.04034423828125,0.007927133210890782,nan,nan,0.3849646250406901
90,-19.113779586585714,0.002927274785298226,-0.7344067766925946,0.0012698741586721202,8.0108642578125e-05,0.0008218361219554593,-0.034587860107421875,0.007881692274758347,nan,nan,0.38942209879557294
91,-19.121301651720096,0.0028319724238186996,-0.7360155863285058,0.001320655968853269,-0.0003204345703125,0.0007956019053741372,-0.0408935546875,0.007150560227362184,nan,nan,0.3939501444498698
92,-19.132174127535208,0.0028630158456158378,-0.739773661355855,0.001265807195605915,-0.001422882080078125,0.0007979491761684855,-0.038906097412109375,0.0071973094573265645,nan,nan,0.39814090728759766
93,-19.139951074447563,0.0027956428056805315,-0.7427169642122635,0.0013688289370741642,0.00067901611328125,0.0007645220286984207,-0.0290985107421875,0.007120329124530156,nan,nan,0.4012447992960612
94,-19.14620976316059,0.0025072579788680367,-0.74393991431009,0.0012956805773862113,-0.00052642822265625,0.0008043929813582345,-0.031005859375,0.006880451348789414,nan,nan,0.4048322041829427
95,-19.15890513745582,0.0026207034126472174,-0.7480128786702949,0.0012385007862324368,-0.000431060791015625,0.0008065000855241951,-0.021495819091796875,0.006753915834057543,nan,nan,0.410183588663737
