log_file,n_iters,E_initial,E_final,sigma_E_final,accept_initial,accept_final,Mx_final,sigma_Mx_final,Mz_final,sigma_Mz_final,Mz_AFM_final,sigma_Mz_AFM_final,Ntot_final,sigma_Ntot_final
/mnt/d/0_code/0_nqs/long_range_ising/train/complex128/rbm_LongIsing_L=16_J=1.0_delta=0.0_alphaInt=2.0_alpha=4_Cal1.log,2000,15.968218677752592,-19.32465251471909,2.0257580412294394e-05,0.9890279769897461,0.5481535593668619,-0.818055693232266,0.0011544642919959361,0.001522064208984375,0.0008220478820895363,-0.003734588623046875,0.00314244250219225,nan,nan
