log_file,n_iters,E_initial,E_final,sigma_E_final,accept_initial,accept_final,Mx_final,Mz_final,Ntot_final
/mnt/d/0_code/0_nqs/rydberg_L16_delta0.5_Rb1.0_alpha6.log,1000,8.043092652163068,-8.877693940547005,0.00012674964721478107,0.9903430938720703,0.6798200607299805,-0.924110814124333,-0.22011184692382812,0.38994407653808594
