run,log_file,n_iters,E_initial,E_final,sigma_E_final,accept_initial,accept_final,Mx_final,sigma_Mx_final,Mz_final,sigma_Mz_final,Mz_AFM_final,sigma_Mz_AFM_final,Ntot_final,sigma_Ntot_final
1,/mnt/d/0_code/0_nqs/long_range_ising/train/complex64/rbm_LongIsing_L=16_J=1.0_delta=0.0_alphaInt=2.0_alpha=4_Cal1.log,2000,16.027204291930502,-19.324637230442022,9.178866347850401e-05,0.9870545069376627,0.5492213567097982,-0.8182940153559457,0.001160195276880774,-0.001194000244140625,0.0008423457460524144,0.003650665283203125,0.002987622173031513,nan,nan
