log_file,n_iters,E_initial,E_final,sigma_E_final,accept_initial,accept_final,Mx_final,sigma_Mx_final,Mz_final,sigma_Mz_final,Mz_AFM_final,sigma_Mz_AFM_final,Mz_AFM_sq_final,sigma_Mz_AFM_sq_final,Ntot_final,sigma_Ntot_final
/mnt/d/0_code/0_nqs/phase_diagram/train/complex64/L32_J1.25_delta0.0_alphaInt3.0/rbm_LongIsing_L=32_J=1.25_delta=0.0_alphaInt=3.0_alpha=12_Cal1.log,239,-43.11311587524755,-43.8134840271482,0.0006263556531209328,0.4639717737833659,0.22763458887736002,-0.5692912902564867,0.001192071604908956,-0.00026702880859375,0.0004698110545765488,-0.021251678466796875,0.019365115662060173,0.5353196859359741,0.0024424614602257012,nan,nan
