log_file,n_iters,E_initial,E_final,sigma_E_final,accept_initial,accept_final,Mx_final,sigma_Mx_final,Mz_final,sigma_Mz_final,Mz_AFM_final,sigma_Mz_AFM_final,Mz_AFM_sq_final,sigma_Mz_AFM_sq_final,Ntot_final,sigma_Ntot_final
/mnt/d/0_code/0_nqs/phase_diagram/train/complex64/L32_J0.75_delta0.0_alphaInt0.75/rbm_LongIsing_L=32_J=0.75_delta=0.0_alphaInt=0.75_alpha=12_Cal1.log,252,-35.80754750929664,-36.00840922565488,5.34400777619419e-05,0.7704798380533854,0.6963421503702799,-0.928919202561364,0.0005442040456260717,-0.0008525848388671875,0.0006113959795479125,0.0020503997802734375,0.0011083122199697976,0.0450589656829834,0.00033114596205306083,nan,nan
