log_file,n_iters,E_initial,E_final,sigma_E_final,accept_initial,accept_final,Mx_final,sigma_Mx_final,Mz_final,sigma_Mz_final,Mz_AFM_final,sigma_Mz_AFM_final,Mz_AFM_sq_final,sigma_Mz_AFM_sq_final,Ntot_final,sigma_Ntot_final
/mnt/d/0_code/0_nqs/phase_diagram/train/complex64/L32_J2.0_delta0.0_alphaInt6.0/rbm_LongIsing_L=32_J=2.0_delta=0.0_alphaInt=6.0_alpha=12_Cal1.log,338,-67.20644113737681,-67.20718934013344,3.7525959381438215e-05,0.03961722056070963,0.03685124715169271,-0.26436338150563066,0.0009793246346408322,-7.62939453125e-06,0.00024345397314133214,-0.00750732421875,0.042557823982423276,0.9306358098983765,0.0005344436212581094,nan,nan
