iter,Energy,sigma_E,Mx,sigma_Mx,Mz,sigma_Mz,Mz_AFM,sigma_Mz_AFM,Mz_AFM_sq,sigma_Mz_AFM_sq,Ntot,sigma_Ntot,accept
0,-45.506682785177645,0.008601421457401231,-0.6408533654820519,0.0011188069022624637,-0.0001850128173828125,0.0005473812210730292,0.0047855377197265625,0.014624051309351871,nan,nan,nan,nan,0.29041751225789386
1,-45.563541978548166,0.0080708915155816,-0.633197133014778,0.001135797283547049,5.91278076171875e-05,0.0005514485090630972,-0.0008869171142578125,0.015712150944040704,nan,nan,nan,nan,0.2805309295654297
2,-45.6368673604355,0.007355867249681755,-0.6226411342225289,0.001110510147954294,-6.103515625e-05,0.0004965045014157965,0.03493499755859375,0.015562574207452239,nan,nan,nan,nan,0.2727781931559245
3,-45.681947630149395,0.006688070030103273,-0.6153352740005728,0.0010780868837139742,-0.000347137451171875,0.0005200290982933843,-0.013607025146484375,0.01669964646690736,nan,nan,nan,nan,0.26601076126098633
4,-45.72171082948841,0.0065575474713083885,-0.6086094044099573,0.001135983743017109,5.53131103515625e-05,0.0005168153116259937,0.0072002410888671875,0.016249637815097116,nan,nan,nan,nan,0.2605462074279785
5,-45.769527509287336,0.006240462475709359,-0.6003714732866833,0.0011366531955624678,0.0001373291015625,0.00048457870912287386,0.03334808349609375,0.017839167439979167,nan,nan,nan,nan,0.2525463104248047
6,-45.807811445492966,0.005868018345124567,-0.5928094126075524,0.0011251119767339858,0.0008144378662109375,0.0004797840180845635,-0.012968063354492188,0.01829053869042549,nan,nan,nan,nan,0.24770991007486978
7,-45.83939878948833,0.005681990305013366,-0.5873596400319775,0.0011454856557242192,-0.000560760498046875,0.0004877936629120456,0.022735595703125,0.017798325374282047,nan,nan,nan,nan,0.24233023325602213
8,-45.871406694325,0.0057306008570718985,-0.5802643842915869,0.00121472282913545,0.000453948974609375,0.00047956588918339477,-0.023723602294921875,0.01814474258511821,nan,nan,nan,nan,0.2370748519897461
9,-45.89096340005683,0.005426175503994822,-0.5752050462697674,0.0012003164165163755,0.001186370849609375,0.0005182107480983245,0.009937286376953125,0.01919297254181931,nan,nan,nan,nan,0.23281447092692056
10,-45.90772872250475,0.0053487878046967864,-0.5707890309643128,0.0012037161883445388,0.0001201629638671875,0.0004841031493011747,0.0023212432861328125,0.019371926106412515,nan,nan,nan,nan,0.22947470347086588
11,-45.93022693216809,0.005247135726085142,-0.5658870073263305,0.0012766524872146587,0.0,0.00047759948827930126,-0.01938629150390625,0.020076936238476614,nan,nan,nan,nan,0.22432184219360352
12,-45.95728912054514,0.004806718289672967,-0.5598651162656223,0.0011832479868850805,0.000152587890625,0.00048719038403943093,-0.057674407958984375,0.02119527625712737,nan,nan,nan,nan,0.2207792599995931
13,-45.96605246825035,0.004699432538409625,-0.5575120439537776,0.0012131930274965083,-0.00022125244140625,0.000498470590248637,0.039546966552734375,0.021800858370551974,nan,nan,nan,nan,0.21712509791056314
14,-45.99108488245598,0.004580443249442923,-0.5523956438665141,0.0011889914833788662,0.0003986358642578125,0.00047176596261965767,-0.009706497192382812,0.0215349872170489,nan,nan,nan,nan,0.21288792292277017
15,-46.00418939190523,0.004264090151811485,-0.5489224641534379,0.001128247986359103,0.0004596710205078125,0.0004568231797630825,0.022279739379882812,0.02145793163338,nan,nan,nan,nan,0.20938634872436523
16,-46.01403455083783,0.004314704146570369,-0.5444070677816852,0.0011901715976100466,-0.0001850128173828125,0.00045819509778147525,0.0054988861083984375,0.021766386925571014,nan,nan,nan,nan,0.2071849505106608
17,-46.037614691070644,0.0041313384029472,-0.5396662123194852,0.0011725534089202167,5.340576171875e-05,0.0004747055809356371,0.015987396240234375,0.02370087263380217,nan,nan,nan,nan,0.20254294077555338
18,-46.04699239310359,0.003952788929846755,-0.536623306303523,0.0011672543225894998,0.00048828125,0.00045656205458704185,0.02211761474609375,0.023091399444992083,nan,nan,nan,nan,0.19997104008992514
19,-46.05937662707634,0.003946075083156052,-0.5343041118521954,0.0011507141015726465,0.0003376007080078125,0.00046540795969534824,-0.04314231872558594,0.02429595997724935,nan,nan,nan,nan,0.1971720059712728
20,-46.060524771623875,0.003723574334383818,-0.5327851248059954,0.0011071896062239165,-6.29425048828125e-05,0.0004397705418863618,-0.07659339904785156,0.02326762672162214,nan,nan,nan,nan,0.19476938247680664
21,-46.074331924936686,0.0037148834092683085,-0.5297950196706681,0.001158695966605039,0.0003719329833984375,0.00044387872304237796,0.008428573608398438,0.024706951168822905,nan,nan,nan,nan,0.1924118995666504
22,-46.084641771964186,0.0036185490682981427,-0.5256400095389093,0.001203884486132476,-5.53131103515625e-05,0.0004524452782264945,0.013200759887695312,0.024213795914846403,nan,nan,nan,nan,0.18969043095906576
23,-46.09170305088099,0.0033996744867743995,-0.524634875797181,0.001121368248194244,-0.000270843505859375,0.00043667295142927053,-0.0001373291015625,0.0246620051268879,nan,nan,nan,nan,0.18798240025838217
24,-46.105718121611254,0.0034217143896447992,-0.5206429439279592,0.0011902034932213567,7.05718994140625e-05,0.0004452681839467681,-0.021913528442382812,0.025333638192518486,nan,nan,nan,nan,0.184907595316569
25,-46.10407022434126,0.0033610610316906265,-0.5210605646398241,0.001195682326393741,0.000446319580078125,0.0004573146473001355,-0.00698089599609375,0.025761590220466885,nan,nan,nan,nan,0.18388764063517252
26,-46.114779485773894,0.0032781001393590603,-0.5170619563986789,0.0011959468776779564,-0.0007801055908203125,0.00046019021979452684,-0.007989883422851562,0.025378859677713795,nan,nan,nan,nan,0.1810762087504069
27,-46.12167710408531,0.003088631493805456,-0.5131327871965796,0.0011538507630607566,0.001178741455078125,0.00042862352794742557,0.003490447998046875,0.02653053285406059,nan,nan,nan,nan,0.17923482259114584
28,-46.12781147773361,0.003044811378547183,-0.5138914893383156,0.0011006901059045207,-0.000217437744140625,0.0004287701789451053,0.009181976318359375,0.026074894662179608,nan,nan,nan,nan,0.17786105473836264
29,-46.136035244829706,0.003184397503250299,-0.5100827338759932,0.0011982393472373145,-0.0004100799560546875,0.00041399008356955946,0.016294479370117188,0.026677174617954262,nan,nan,nan,nan,0.1753694216410319
30,-46.140600090305114,0.003227340774297863,-0.5077261400296276,0.0011936807682292989,0.0005321502685546875,0.00045153419083561745,0.023214340209960938,0.027574919099076,nan,nan,nan,nan,0.17415221532185873
31,-46.14064120529008,0.00301197320162866,-0.5084145384685395,0.001225488504734039,0.0003204345703125,0.0004443462265508031,0.014984130859375,0.027423695174963875,nan,nan,nan,nan,0.17301130294799805
32,-46.14671758453426,0.0030381117126894682,-0.505152754653938,0.0011516428883875547,-0.000148773193359375,0.0004603713671257048,0.042003631591796875,0.027247988033635175,nan,nan,nan,nan,0.17171319325764975
33,-46.156068682528506,0.002916307783762484,-0.5047876838754002,0.0012012752648548357,0.0002899169921875,0.00045724233106461475,0.005870819091796875,0.028187246852730448,nan,nan,nan,nan,0.16913700103759766
34,-46.15878459111344,0.0027763667499160513,-0.5033620014519579,0.00113872191953213,0.0002346038818359375,0.00046072420254540544,-0.029405593872070312,0.028265683965857182,nan,nan,nan,nan,0.16814041137695312
35,-46.17251815969171,0.0026318033890193188,-0.4989925949241626,0.0011117722365728778,-0.00061798095703125,0.0004168111853655406,-0.048824310302734375,0.028507350582450873,nan,nan,nan,nan,0.16506052017211914
36,-46.167688980996644,0.00281864591705127,-0.49995492749461945,0.0011966900159235331,0.0009403228759765625,0.0004395033511372497,-0.019163131713867188,0.02855986079414485,nan,nan,nan,nan,0.1652673085530599
37,-46.172567798558696,0.002667709577910117,-0.4983286707212925,0.0011743423611589058,-0.0002727508544921875,0.0004345786627076854,-0.0002765655517578125,0.02936577790245762,nan,nan,nan,nan,0.1637908617655436
38,-46.182718748076,0.002795033314323148,-0.49276337167686474,0.0012078423864626763,-1.33514404296875e-05,0.00045686038341415894,-0.029962539672851562,0.029915888120043786,nan,nan,nan,nan,0.16093079249064127
39,-46.18449155281766,0.0023917823970563516,-0.4935793620642662,0.0011497572846175922,0.000675201416015625,0.0004360836470863101,0.0481414794921875,0.02956102005676199,nan,nan,nan,nan,0.16155131657918295
40,-46.185427131031716,0.0025036549693564867,-0.49211188410488704,0.001117960306365278,-0.0009365081787109375,0.00043691249518760475,0.030614852905273438,0.02976860198154646,nan,nan,nan,nan,0.1600341796875
41,-46.18661661209036,0.0024671490719016436,-0.49190371119009113,0.0011614058823533713,-0.0006732940673828125,0.0004078945346729377,0.010156631469726562,0.03012311334857015,nan,nan,nan,nan,0.15880966186523438
42,-46.18833893149975,0.002304632931790636,-0.49301219439652433,0.0011569022304031488,0.0006237030029296875,0.0004049699321584945,0.020223617553710938,0.02995777842892675,nan,nan,nan,nan,0.15786663691202799
43,-46.19462698188863,0.0022002275921624266,-0.4903865551289498,0.001098670512525316,0.000331878662109375,0.0004355144290333907,0.025386810302734375,0.030594959619757056,nan,nan,nan,nan,0.15723355611165366
44,-46.19569591561419,0.0021143040212823956,-0.4911564865760189,0.001123135717233158,0.0004329681396484375,0.0004349271736127178,0.0005283355712890625,0.03036822028320707,nan,nan,nan,nan,0.15619897842407227
45,-46.195718600409116,0.002318419659454363,-0.48806669534479485,0.0011682584465642738,-0.0008945465087890625,0.0004184854546751083,-0.05252647399902344,0.03060260525548784,nan,nan,nan,nan,0.15511798858642578
46,-46.203616455493275,0.002099460907451155,-0.4860622779905665,0.0011038465851610298,0.0005321502685546875,0.00040944057031189294,0.0042667388916015625,0.031426385931661145,nan,nan,nan,nan,0.15371576944986978
47,-46.204461817008784,0.001967207665360511,-0.4857987238353123,0.00111543602199172,-0.000278472900390625,0.0004469564051172814,-0.0047607421875,0.031040545247419574,nan,nan,nan,nan,0.15272935231526694
48,-46.20938837813086,0.002017100242955811,-0.4860303348840499,0.0011371690182742074,-0.000896453857421875,0.0004117070882574001,-0.03748321533203125,0.03101215459203422,nan,nan,nan,nan,0.1522059440612793
49,-46.21123634125502,0.0019979193552416524,-0.48413885772614407,0.0011245509343340452,-0.0001068115234375,0.0004206552441484476,-0.013225555419921875,0.03194498890047894,nan,nan,nan,nan,0.15138721466064453
50,-46.211141075046314,0.002104770412042434,-0.4831490742302137,0.0011256871265117548,-0.000133514404296875,0.0004610832557389654,-0.02764129638671875,0.031825401357121925,nan,nan,nan,nan,0.150665283203125
51,-46.21560592102412,0.0018662952476210118,-0.48131291259595005,0.001109867439278515,-0.0005950927734375,0.0004152761642859179,0.0247650146484375,0.03303267157420111,nan,nan,nan,nan,0.14919439951578775
52,-46.21580170661118,0.0018036118098494192,-0.482251604469664,0.0010769372690280898,-0.0002040863037109375,0.0004410829333814635,-0.0028591156005859375,0.032002445288595305,nan,nan,nan,nan,0.14935890833536783
53,-46.21813062467485,0.00182958160054498,-0.48090114521198846,0.0011425970537002552,-7.62939453125e-06,0.0004214678107588247,-0.0018157958984375,0.03229478985556749,nan,nan,nan,nan,0.14812739690144858
54,-46.21871646141818,0.0017652611864631773,-0.4806588072429837,0.0010922029574242202,-0.0009403228759765625,0.0004284207974584358,-0.015741348266601562,0.0330016325891678,nan,nan,nan,nan,0.14800802866617838
55,-46.21862183408756,0.0018911213114091328,-0.4811672576397822,0.0011441750570602655,-0.00022125244140625,0.00041684064173587356,0.0240936279296875,0.0323213311853737,nan,nan,nan,nan,0.14762449264526367
56,-46.22312293136193,0.0018471944438897248,-0.47741346459610867,0.0011498886636597512,-0.0002288818359375,0.000431245894903566,-0.021900177001953125,0.03256828186092638,nan,nan,nan,nan,0.14636055628458658
57,-46.222531369085395,0.001631074160797792,-0.47887377885849414,0.0011157597428299543,-0.0004825592041015625,0.00043112822833013797,-0.018972396850585938,0.03249149497828834,nan,nan,nan,nan,0.14603948593139648
58,-46.22320135789834,0.0016924623126656614,-0.47777956523909243,0.0010776770834828335,0.0002880096435546875,0.0004160576952733555,-0.0035686492919921875,0.032768781400686224,nan,nan,nan,nan,0.14578739802042642
59,-46.22571425432007,0.0017335144896902304,-0.4771189715719316,0.0011702667402539958,-0.000118255615234375,0.0004309700228379631,0.002948760986328125,0.032981025745633996,nan,nan,nan,nan,0.1442406972249349
60,-46.228789676795735,0.001552891363172942,-0.47492627631663764,0.0010793127090744524,-0.0005340576171875,0.00041769138715605134,-0.005901336669921875,0.03322191624038542,nan,nan,nan,nan,0.14383316040039062
